run,model_label,model_id,prompt,prompt_variant,task,attempt1_present,final_present,attempt1_sha256,final_sha256,final_differs_from_attempt1,final_graded_separately,attempt1_public_pass,attempt1_hidden_pass,final_public_pass,final_hidden_pass,repair_eligible,repair_attempted,no_repair_reason,repair_produced_code,repair_public_pass_logged,logged_attempt1_public_pass,logged_attempt1_from_cache,log_matches_regrade_public,hidden_fail_to_pass,hidden_pass_to_fail,a1_finish_reason,a1_truncated,a1_prompt_tokens,a1_completion_tokens,a1_total_tokens,a1_reasoning_tokens,a1_cached_tokens,a1_wall_s,a2_finish_reason,a2_truncated,a2_prompt_tokens,a2_completion_tokens,a2_total_tokens,a2_reasoning_tokens,a2_cached_tokens,a2_wall_s,api_calls,api_errors,cache_hit,no_program,budget_skip,reported_hidden_pass,reported_matches_regrade
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task032,True,True,dcb4b2323daa50c0,dcb4b2323daa50c0,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,350,526,876,0,0,3.106,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task033,True,True,10578c87ab748960,10578c87ab748960,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,301,518,819,0,0,5.158,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task034,True,True,13c9b8d6fae8c62f,13c9b8d6fae8c62f,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,485,493,978,0,0,2.668,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task035,True,True,aae40c0e8e031588,aae40c0e8e031588,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,445,492,937,0,0,2.819,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task036,True,True,3a36610b2710cbd0,3a36610b2710cbd0,False,False,True,False,True,False,False,False,passed,,,True,False,True,False,False,stop,False,455,803,1258,0,0,3.946,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task037,True,True,886c5e4564ce4301,886c5e4564ce4301,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,410,761,1171,0,0,4.605,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task038,True,True,3ccc451e8eec07af,3ccc451e8eec07af,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,328,380,708,0,0,2.989,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task039,True,True,96712b0b966487a5,96712b0b966487a5,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,565,701,1266,0,0,3.414,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task04,True,True,00a0c91bf2f34c1d,00a0c91bf2f34c1d,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,455,717,1172,0,0,3.976,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task040,True,True,3868eacdf1ed7889,3868eacdf1ed7889,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,341,313,654,0,0,1.649,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task041,True,True,365cfe251e01c180,365cfe251e01c180,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,258,552,810,0,0,3.05,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task042,True,True,fb745388ea538180,fb745388ea538180,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,460,472,932,0,0,2.446,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task043,True,True,243172f6205b4eaf,243172f6205b4eaf,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,261,542,803,0,0,3.188,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task044,True,True,a639437c6ecfe29b,56c3db77fc837f15,True,True,False,False,True,True,True,True,,True,True,False,False,True,True,False,stop,False,445,396,841,0,0,2.691,stop,False,675,366,1041,0,0,2.507,2,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task045,True,True,cc9a1311f0908de3,cc9a1311f0908de3,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,309,429,738,0,0,2.408,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task046,True,True,ddf81d7ecf73114a,ddf81d7ecf73114a,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,598,541,1139,0,0,2.657,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task047,True,True,fcb6068e079d9a84,fcb6068e079d9a84,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,531,381,912,0,0,2.189,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task048,True,True,f83312da73fcaa65,f83312da73fcaa65,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,451,511,962,0,0,2.742,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task049,True,True,1e7a01316a4f7059,1e7a01316a4f7059,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,349,554,903,0,0,3.357,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task05,True,True,e7399462887d2c5d,e7399462887d2c5d,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,389,789,1178,0,0,5.298,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task050,True,True,9aba5659bd09f8b8,9aba5659bd09f8b8,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,340,349,689,0,0,2.497,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task051,True,True,f7785b60aeeeb444,f7785b60aeeeb444,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,355,303,658,0,0,2.507,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task052,True,True,e8a016ca3be72eca,e8a016ca3be72eca,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,428,606,1034,0,0,4.156,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task053,True,True,92b3761986b8df56,92b3761986b8df56,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,254,596,850,0,0,4.804,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task054,True,True,a114ddf9e3ac3df2,a114ddf9e3ac3df2,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,535,551,1086,0,0,2.926,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task055,True,True,01273062180d591c,01273062180d591c,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,462,821,1283,0,0,4.712,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task056,True,True,35cff12c1111ae26,35cff12c1111ae26,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,422,641,1063,0,0,3.017,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task057,True,True,e7e1c3d5271905fc,e7e1c3d5271905fc,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,668,771,1439,0,0,4.131,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task058,True,True,e1fc6f979b79f1f7,e1fc6f979b79f1f7,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,660,1317,1977,0,0,7.239,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task059,True,True,929700e9eb5944cb,1685a8502817696c,True,True,False,True,True,True,True,True,,True,True,False,False,True,False,False,stop,False,349,445,794,0,0,2.956,stop,False,662,459,1121,0,0,2.708,2,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task06,True,True,18514c87e2872cf4,18514c87e2872cf4,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,336,872,1208,0,0,6.296,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task060,True,True,cf78d887f1c5c7fb,c5de9d183322e4f0,True,True,False,False,True,True,True,True,,True,True,False,False,True,True,False,stop,False,688,1330,2018,0,0,7.094,stop,False,1009,2004,3013,0,0,9.319,2,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task061,True,True,8c17a5e9620117f0,8c17a5e9620117f0,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,441,645,1086,0,0,3.819,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task062,True,True,b8c76e9cd9a56f46,b8c76e9cd9a56f46,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,630,670,1300,0,0,4.441,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task063,True,True,52365d9c597c9ae5,52365d9c597c9ae5,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,511,582,1093,0,0,3.56,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task064,True,True,ba38cc3cd76e9cee,ba38cc3cd76e9cee,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,392,173,565,0,0,1.53,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task065,True,True,4eeef7cb4271b1d0,4eeef7cb4271b1d0,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,283,1498,1781,0,0,6.956,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task066,True,True,bdf8ffad47ff75f3,bdf8ffad47ff75f3,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,428,293,721,0,0,1.684,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task067,True,True,5baa692349d41c4c,5baa692349d41c4c,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,463,290,753,0,0,2.449,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task068,True,True,1d0f797c62bc58f7,1d0f797c62bc58f7,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,284,346,630,0,0,3.028,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task069,True,True,cfa40b65cd9ede0f,cfa40b65cd9ede0f,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,538,545,1083,0,0,2.87,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task07,True,True,587b85e582b67b32,587b85e582b67b32,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,424,606,1030,0,0,3.64,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task070,True,True,db4d3d76b19e2c64,db4d3d76b19e2c64,False,False,True,False,True,False,False,False,passed,,,True,False,True,False,False,stop,False,705,1088,1793,0,0,5.73,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task071,True,True,f53e3df01c489758,f53e3df01c489758,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,798,2614,3412,0,0,13.92,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task072,True,True,818b3b4be3d8bfab,818b3b4be3d8bfab,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,641,1135,1776,0,0,7.524,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task073,True,True,52466daff2cc15b1,52466daff2cc15b1,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,729,1015,1744,0,0,6.235,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task074,True,True,3b9d56759cbc6b72,534051eb0b98dae7,True,True,False,False,False,False,True,True,,True,False,False,False,True,False,False,stop,False,852,941,1793,0,0,4.74,stop,False,1177,1036,2213,0,0,4.612,2,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task075,True,True,26ea1cac926853c4,26ea1cac926853c4,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,516,1821,2337,0,0,11.612,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task077,True,True,6840a2ef55b335f7,6840a2ef55b335f7,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,788,1021,1809,0,0,5.385,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task078,True,True,371742cd939385de,371742cd939385de,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,573,1255,1828,0,0,8.216,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task079,True,True,38094ffcce9615ae,38094ffcce9615ae,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,479,772,1251,0,0,4.304,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task08,True,True,917811d9408333af,917811d9408333af,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,552,1108,1660,0,0,5.768,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task080,True,True,e9b6ab3f32de4220,e9b6ab3f32de4220,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,602,843,1445,0,0,4.514,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task081,True,True,4ee896d408dd5993,4ee896d408dd5993,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,371,742,1113,0,0,3.924,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task082,True,True,250b37e24412fffb,250b37e24412fffb,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,445,697,1142,0,0,4.073,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task083,True,True,df0ac45c522b3799,df0ac45c522b3799,False,False,True,False,True,False,False,False,passed,,,True,False,True,False,False,stop,False,404,539,943,0,0,2.995,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task084,True,True,f63016972b6de1a7,f63016972b6de1a7,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,413,335,748,0,0,2.036,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task085,True,True,39762d9d27ff0c41,39762d9d27ff0c41,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,324,460,784,0,0,2.69,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task086,True,True,a2485abc64a04cd4,a2485abc64a04cd4,False,False,True,False,True,False,False,False,passed,,,True,False,True,False,False,stop,False,599,681,1280,0,0,3.729,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task087,True,True,67d627e7f9fe3a31,67d627e7f9fe3a31,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,395,469,864,0,0,3.75,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task088,True,True,b6a5f904a13e6b95,b6a5f904a13e6b95,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,519,845,1364,0,0,6.656,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task089,True,True,0e487eefdb7a4742,0d7c899370f61c51,True,True,False,True,True,True,True,True,,True,True,False,False,True,False,False,stop,False,596,762,1358,0,0,11.962,stop,False,977,762,1739,0,0,5.759,2,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task09,True,True,7a9c65debaa84a69,7a9c65debaa84a69,False,False,True,False,True,False,False,False,passed,,,True,False,True,False,False,stop,False,292,526,818,0,0,3.073,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task090,True,True,ffc91af45afbc9e7,ffc91af45afbc9e7,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,279,876,1155,0,0,4.487,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task091,True,True,9d8916c17467593e,9d8916c17467593e,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,494,359,853,0,0,2.427,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task092,True,True,f8712615e5a6d19e,f8712615e5a6d19e,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,513,1567,2080,0,0,11.018,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task093,True,True,1e31f9ec8be16ed0,1e31f9ec8be16ed0,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,463,1084,1547,0,0,6.285,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task094,True,True,0a68aff62c1593ae,0a68aff62c1593ae,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,479,757,1236,0,0,4.103,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task095,True,True,7e1de16f110af539,7e1de16f110af539,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,357,605,962,0,0,4.446,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task096,True,True,d0b2f7723e5d427f,d0b2f7723e5d427f,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,331,458,789,0,0,2.506,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task097,True,True,e96798d26b6503bf,e96798d26b6503bf,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,340,403,743,0,0,2.311,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task098,True,True,da360d68dcf4c292,da360d68dcf4c292,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,389,652,1041,0,0,3.363,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task099,True,True,96dc23952d12c011,96dc23952d12c011,False,False,True,True,True,True,False,False,passed,,,True,False,True,False,False,stop,False,450,520,970,0,0,2.735,,,,,,,,,1,0,False,False,False,,
r2-gemini25-sec,Gemini 2.5 Flash,google/gemini-2.5-flash,sec,secure,task10,True,True,f1d59513e823bd8b,f1d59513e823bd8b,False,False,True,False,True,False,False,False,passed,,,True,False,True,False,False,stop,False,550,948,1498,0,0,4.812,,,,,,,,,1,0,False,False,False,,
